"Subject","event_no","Stimulus","EMG_zyg_mean"
78,10,"Happy",0.276862739480728
78,10,"Neutral",0.366302388084607
78,11,"Angry",0.0128336291729658
78,11,"Happy",1.12858797125943
78,11,"Neutral",0.0453139801267619
78,12,"Angry",-0.144538034822773
78,12,"Happy",0.814267705441324
78,12,"Neutral",0.0461716341725162
79,1,"Angry",-0.0486222494872269
79,1,"Happy",0.0061434682899632
79,1,"Neutral",0.00488628858544599
79,2,"Angry",-0.0511115759705936
79,2,"Happy",-0.0317533671534908
79,2,"Neutral",-0.0736693846415247
79,3,"Angry",0.0208532498219483
79,3,"Happy",0.0487960280132375
79,3,"Neutral",0.00791271161780043
79,4,"Angry",0.0263882998178614
79,4,"Happy",-0.0610935828384911
79,4,"Neutral",0.0011383148475539
79,5,"Angry",-0.257625043827326
79,5,"Happy",0.0064855695558544
79,5,"Neutral",-0.049168030037746
79,6,"Angry",0.041191464861025
79,6,"Happy",-0.0198117572938492
79,6,"Neutral",-0.00173548421784853
79,7,"Angry",0.0100423860294566
79,7,"Happy",-0.00843365438536973
79,7,"Neutral",0.0683208176734848
79,8,"Angry",0.0423829602484385
79,8,"Happy",0.061988917460097
79,8,"Neutral",-0.0211547144417398
79,9,"Angry",-0.00274229833394052
79,9,"Happy",0.694810444056694
79,9,"Neutral",-0.0541064494539673
79,10,"Angry",-0.0068757534521068
79,10,"Happy",0.00868157478230229
79,10,"Neutral",0.0614240483882852
79,11,"Angry",0.0379711517452044
79,11,"Happy",-0.00300822448602598
79,11,"Neutral",0.0509488080703155
79,12,"Angry",-0.0138647616576609
79,12,"Happy",-0.0122213439726042
79,12,"Neutral",-0.00663159755894976
80,1,"Angry",-0.00631330879271524
80,1,"Happy",0.0793132527382879
80,1,"Neutral",-0.0274120541830195
80,2,"Angry",-0.00287563549480441
80,2,"Happy",0.00743133937780529
80,2,"Neutral",-0.0931652770338865
80,3,"Angry",0.00327015810017211
80,3,"Happy",-0.00313917572648888
80,3,"Neutral",-0.0120679415616825
80,4,"Angry",-0.00548210733715632
80,4,"Happy",0.029413107354731
80,4,"Neutral",0.0187887383115327
80,5,"Angry",-0.0131086687714515
80,5,"Happy",-0.00765744770246347
80,5,"Neutral",0.0159472952062372
80,6,"Angry",-0.030969905563751
80,6,"Happy",0.00331251271284499
80,6,"Neutral",-0.00528913188928927
80,7,"Angry",0.00112616073919361
80,7,"Happy",-0.0214776941264578
80,7,"Neutral",-0.0112717008253263
80,8,"Angry",0.0903697401544113
80,8,"Happy",0.0847931043253274
80,8,"Neutral",-0.0186789007690712
80,9,"Angry",0.00107153920455318
80,9,"Happy",-0.0108477692259501
80,9,"Neutral",-0.0337160878136459
80,10,"Angry",-0.0333148174327157
80,10,"Happy",-0.228975793755141
80,10,"Neutral",-0.0214879878059343
80,11,"Angry",-0.0141665467295483
80,11,"Happy",0.0360125274463273
80,11,"Neutral",-0.0114532942613419
80,12,"Angry",-0.054720770066086
80,12,"Happy",-0.0479447079275466
80,12,"Neutral",0.104047052139856
81,1,"Angry",-0.549298949570584
81,1,"Happy",-1.35783653232523
81,1,"Neutral",-0.194977761655446
81,2,"Angry",-1.09746350946915
81,2,"Happy",-0.253671119662634
81,2,"Neutral",-0.169695119908104
81,3,"Angry",-0.0619098192178171
81,3,"Happy",-0.0295405613677021
81,3,"Neutral",-0.242782389889417
81,4,"Angry",-0.653234016705616
81,4,"Happy",-0.0633764692074132
81,4,"Neutral",-0.352928479572991
81,5,"Angry",0.101345220843254
81,5,"Happy",0.0149013938666933
81,5,"Neutral",0.169302203923676
81,6,"Angry",-0.0794157356357349
81,6,"Happy",-0.0878273479842355
81,6,"Neutral",-0.125515443377936
81,7,"Angry",0.0136167476532705
81,7,"Happy",0.105530166969311
81,7,"Neutral",-0.20697277913484
81,8,"Angry",-0.208016908278349
81,8,"Happy",0.0969272341515939
81,8,"Neutral",-0.0738719924425106
81,9,"Angry",-0.248631606333884
81,9,"Happy",-0.16738363483865
81,9,"Neutral",-0.016767696903901
81,10,"Angry",-0.0113999294729415
81,10,"Happy",-0.0932604472552545
81,10,"Neutral",-0.098516180039359
81,11,"Angry",-0.140335665583917
81,11,"Happy",0.0629568800889561
81,11,"Neutral",-0.00375724736796803
81,12,"Angry",-0.121434963201468
81,12,"Happy",-0.0668754747191681
81,12,"Neutral",0.135972828828303
82,1,"Angry",-1.18763358983435
82,1,"Happy",0.86403770917552
82,1,"Neutral",-0.209146290988469
82,2,"Angry",-0.68772859904253
82,2,"Happy",0.120647967563005
82,2,"Neutral",-0.379694767575283
82,3,"Angry",-0.270984060491622
82,3,"Happy",0.0601896354647983
82,3,"Neutral",-0.021944847793934
82,4,"Angry",-0.200897862256914
82,4,"Happy",0.64902396029161
82,4,"Neutral",0.00152663417510778
82,5,"Angry",-0.501064989380285
82,5,"Happy",0.0836611448937784
82,5,"Neutral",-0.259675078050915
82,6,"Angry",0.127754585932926
82,6,"Happy",0.197245939197931
82,6,"Neutral",-0.228212706285437
82,7,"Angry",-0.0193173880357136
82,7,"Happy",-0.113613254292656
82,7,"Neutral",0.083034338633569
82,8,"Angry",-0.167246575736044
82,8,"Happy",1.47677301804893
82,8,"Neutral",-0.0751839340999829
82,9,"Angry",-0.0945202631293002
82,9,"Happy",0.110509557629099
82,9,"Neutral",-0.109595247879408
82,10,"Angry",-0.0635517756638945
82,10,"Happy",0.130122609222511
82,10,"Neutral",0.123334897999734
82,11,"Angry",0.145460862850776
82,11,"Happy",0.884946400813096
82,11,"Neutral",0.0376128882660425
82,12,"Angry",-0.51278925703681
82,12,"Happy",-0.0180399878225236
82,12,"Neutral",-0.299395596566387
83,1,"Angry",0.0505591719499669
83,1,"Happy",0.00497798113681344
83,1,"Neutral",0.0150115779868205
83,2,"Angry",0.181562647909363
83,2,"Happy",0.0107453552417219
83,2,"Neutral",-0.0189103197010902
83,3,"Angry",0.00258270659799246
83,3,"Happy",0.087633932283468
83,3,"Neutral",-0.291492625446555
83,4,"Angry",-0.0510891450764149
83,4,"Happy",0.0102613669817258
83,4,"Neutral",-0.00987308725075069
83,5,"Angry",-0.018136118826979
83,5,"Happy",0.220207334586895
83,5,"Neutral",-0.0202996200364342
83,6,"Angry",-0.0494644023505323
83,6,"Happy",-1.0422706906446
83,6,"Neutral",-0.00384245408800704
83,7,"Angry",0.0162677355887848
83,7,"Happy",0.0183095103830676
83,7,"Neutral",0.00391669553465908
83,8,"Angry",0.0089748617606985
83,8,"Happy",-0.0762502413582139
83,8,"Neutral",-0.0115555285823165
83,9,"Angry",0.00980361859960758
83,9,"Happy",-0.0203894578986217
83,9,"Neutral",-0.0126770727864443
83,10,"Angry",-0.0158949804564188
83,10,"Happy",-0.245413169133696
83,10,"Neutral",0.136396815592661
83,11,"Angry",-0.0370497022992688
83,11,"Happy",0.0752637878048793
83,11,"Neutral",-0.0315075333672038
83,12,"Angry",-0.0242543426411187
83,12,"Happy",-0.000882355828625212
83,12,"Neutral",-0.0141005826810748
84,1,"Angry",-0.0938449455161515
84,1,"Happy",-0.00510527947141232
84,1,"Neutral",-0.419488122933377
84,2,"Angry",0.0166219200475632
84,2,"Happy",-0.0191357665478085
84,2,"Neutral",0.0135022495517654
84,3,"Angry",-0.0214675278057585
84,3,"Happy",-0.0446306286374647
84,3,"Neutral",-0.177074240774866
84,4,"Angry",-0.0738991620568986
84,4,"Happy",-0.00501630500184914
84,4,"Neutral",-0.0441361782899069
84,5,"Angry",-0.00708516214594952
84,5,"Happy",-0.0134384640371218
84,5,"Neutral",0.00305556068479969
84,6,"Angry",0.0341092189707704
84,6,"Happy",-0.0106816532645428
84,6,"Neutral",-0.0756681801458108
84,7,"Angry",-0.0385900341928722
84,7,"Happy",0.00465337166913498
84,7,"Neutral",-0.0198785049220664
84,8,"Angry",-0.052533243804434
84,8,"Happy",0.0300557528802819
84,8,"Neutral",-0.00521512975239837
84,9,"Angry",0.0389334999045596
84,9,"Happy",0.0787694216506436
84,9,"Neutral",-0.0532390780733084
84,10,"Angry",-0.0444795646312861
84,10,"Happy",-0.0375989404777777
84,10,"Neutral",-0.128660594751491
84,11,"Angry",0.0257173273671379
84,11,"Happy",-0.0609601747150597
84,11,"Neutral",0.122526243925645
84,12,"Angry",0.0703041367457875
84,12,"Happy",-0.377304011384617
84,12,"Neutral",0.0191768585655736
85,1,"Angry",-0.10547870058506
85,1,"Happy",-0.280811543522599
85,1,"Neutral",-0.129797907969239
85,2,"Angry",-0.6825891250326
85,2,"Happy",-0.100077168289089
85,2,"Neutral",-0.245124108018975
85,3,"Angry",-0.353443467238188
85,3,"Happy",-0.167205980867056
85,3,"Neutral",-0.538098727041304
85,4,"Angry",-0.178814218528111
85,4,"Happy",0.129140965872807
85,4,"Neutral",-0.220963935172977
85,5,"Angry",-0.0619559397657524
85,5,"Happy",-0.0912791140470255
85,5,"Neutral",0.0110188688498085
85,6,"Angry",1.99020762022668
85,6,"Happy",0.0591323720438223
85,6,"Neutral",-0.122435170069801
85,7,"Angry",-0.0468159519214585
85,7,"Happy",0.412963448092939
85,7,"Neutral",-0.203351789118212
85,8,"Angry",0.866311936916774
85,8,"Happy",-0.241670274130437
85,8,"Neutral",-0.241940344217127
85,9,"Angry",-0.0839256434930982
85,9,"Happy",0.162416219980567
85,9,"Neutral",-0.157440064555254
85,10,"Angry",0.0509559909510293
85,10,"Happy",-0.0927261131324705
85,10,"Neutral",-0.502405083445511
85,11,"Angry",-0.0456705371391544
85,11,"Happy",-1.44584358861041
85,11,"Neutral",-0.921235905803255
85,12,"Angry",-0.0253124373023682
85,12,"Happy",0.0710418583549895
85,12,"Neutral",-0.0241183275198208
86,1,"Angry",-0.613321127491217
86,1,"Happy",1.21870999707433
86,1,"Neutral",-0.262842143340498
86,2,"Angry",-0.0839443737983981
86,2,"Happy",0.149891560636984
86,2,"Neutral",0.0580142491548265
86,3,"Angry",0.157253192800016
86,3,"Happy",-0.334487728203787
86,3,"Neutral",-0.0350417871928182
86,4,"Angry",-1.36795992005525
86,4,"Happy",0.0179597210907596
86,4,"Neutral",-0.185549250715803
86,5,"Angry",0.0490724861376487
86,5,"Happy",-0.0354987397982499
86,5,"Neutral",-0.140080349560097
86,6,"Angry",-0.145539464146369
86,6,"Happy",0.00966795652032165
86,6,"Neutral",-0.006409047265499
86,7,"Angry",-0.0664742745640678
86,7,"Happy",0.0634167686698937
86,7,"Neutral",0.0423912081697029
86,8,"Angry",0.0497945996749471
86,8,"Happy",0.130787474294669
86,8,"Neutral",0.00850022479355348
86,9,"Angry",0.0153285444724839
86,9,"Happy",0.969492571084451
86,9,"Neutral",-0.0827556088687294
86,10,"Angry",-0.247016835936834
86,10,"Happy",-0.00675950675438692
86,10,"Neutral",-0.109854693279921
86,11,"Angry",-0.207970715737517
86,11,"Happy",-0.00576922065615934
86,11,"Neutral",-0.127738704489815
86,12,"Angry",-0.153647223572372
86,12,"Happy",0.0705105809397188
86,12,"Neutral",-0.265819694993677
